price,name,state,city,condition,distance,year_of_manufacture,color
3937500,Toyota Avalon  Silver,Oyo State,Ibadan,Local Used,136540,2006, Silver
5377500,Lexus ES  Black,Abia State,Umuahia,Local Used,94801,2005, Black
2874375,Honda Pilot  Black,Lagos State,Lekki,Local Used,239315,2005, Black
6187500,Volkswagen Tiguan  Gray,Lagos State,Kosofe,Local Used,245577,2012, Gray
6454687,Toyota Camry  Silver,Lagos State,Ojodu,Local Used,410890,2007, Silver
5850000,Toyota Camry Hybrid  Gold,Lagos State,Ojodu,Local Used,118305,2009, Gold
4781250,Honda Accord  Blue,Lagos State,Amuwo-Odofin,Local Used,179858,2009, Blue
1350000,Honda Accord  Red,Oyo State,Ibadan,Local Used,156138,1996, Red
5625000,Toyota Previa  Black,Ogun State,Abeokuta North,Local Used,590089,2003, Black
7875000,Nissan Maxima  White,Oyo State,Ibadan,Local Used,143996,2014, White
3937500,Toyota Sequoia  Black,Oyo State,Ibadan,Local Used,264201,2005, Black
3060000,Honda Accord  Gray,Lagos State,Alimosho,Local Used,217862,2006, Gray
3937500,Nissan Pathfinder  Black,Lagos State,Surulere,Local Used,251951,2005, Black
2587500,Honda Element  Black,Lagos State,Ikeja,Local Used,143168,2005, Black
11655000,Toyota Venza  Red,Lagos State,Kosofe,Local Used,212463,2009, Red
3937500,Toyota Avalon  Silver,Oyo State,Ibadan,Local Used,136540,2006, Silver
5377500,Lexus ES  Black,Abia State,Umuahia,Local Used,94801,2005, Black
2874375,Honda Pilot  Black,Lagos State,Lekki,Local Used,239315,2005, Black
6187500,Volkswagen Tiguan  Gray,Lagos State,Kosofe,Local Used,245577,2012, Gray
6454687,Toyota Camry  Silver,Lagos State,Ojodu,Local Used,410890,2007, Silver
5850000,Toyota Camry Hybrid  Gold,Lagos State,Ojodu,Local Used,118305,2009, Gold
4781250,Honda Accord  Blue,Lagos State,Amuwo-Odofin,Local Used,179858,2009, Blue
1350000,Honda Accord  Red,Oyo State,Ibadan,Local Used,156138,1996, Red
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
6300000,Acura MDX  Silver,Lagos State,Yaba,Local Used,276077,2010, Silver
2625000,Mitsubishi Endeavor  White,Lagos State,Ogba,Local Used,151736,2007, White
4400000,Kia Sorento EX  Gray,Lagos State,Lekki,Local Used,217328,2012, Gray
3224000,Toyota Camry  Green,Lagos State,Ikorodu,Local Used,181535,2002, Green
5250000,Toyota Avanza  Silver,Oyo State,Ibadan,Local Used,159404,2011, Silver
6300000,Mercedes-Benz GL-Class  Black,Lagos State,Lekki,Local Used,120723,2012, Black
5670000,Ford Edge  Black,Lagos State,Ikorodu,Local Used,5801,2014, Black
7350000,GAC GA 2018 Black,Lagos State,Abule Egba,Local Used,78213,3, Black
4725000,Kia Sorento  Silver,Lagos State,Ikeja,Local Used,420638,2012, Silver
8820000,Toyota Camry  Gray,Rivers State,Port-Harcourt,Local Used,102488,2012, Gray
147000000,Porsche Cayman  Black,Lagos State,Lekki,Local Used,14130,2014, Black
6090000,Lexus RX  2004 Gray,Abuja (FCT),Kubwa,Local Used,262435,330, Gray
15750000,Mercedes-Benz E 2016 Gray,Lagos State,Lekki,Foreign Used,132036,350, Gray
3224000,Toyota Camry  Black,Lagos State,Abule Egba,Local Used,417709,2002, Black
3640000,Toyota Avensis  Green,Lagos State,Ogba,Local Used,138237,2006, Green
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
5775000,Toyota Camry  Gray,Lagos State,Abule Egba,Local Used,329382,2007, Gray
4200000,Mercedes-Benz C 2007 Silver,Kaduna State,Kaduna / Kaduna State,Local Used,309181,230, Silver
4830000,Toyota Camry  Gold,Enugu State,Enugu,Local Used,121262,2007, Gold
2677500,Nissan Versa  Red,Ogun State,Abeokuta North,Local Used,NA,2007, Red
3528000,Toyota Camry  Gray,Abuja (FCT),Garki 2,Local Used,308709,2005, Gray
10920000,Mercedes-Benz E 2010 White,Abuja (FCT),Kubwa,Local Used,222783,350, White
4200000,Toyota Sienna LE AWD  Gold,Lagos State,Ikorodu,Local Used,179852,2005, Gold
19425000,Toyota Land Cruiser  Black,Lagos State,Lekki,Local Used,296814,2009, Black
3580000,Ford Focus  Blue,Abuja (FCT),Jabi,Local Used,24463,2007, Blue
4620000,Volkswagen Touareg  Brown,Lagos State,Ojodu,Local Used,244220,2005, Brown
14490000,Toyota Tundra  Silver,Lagos State,Ajah,Local Used,106820,2008, Silver
8925000,Mercedes-Benz GL-Class  Black,Lagos State,Lekki,Local Used,209643,2012, Black
6552000,Mercedes-Benz M Class  Silver,Lagos State,Magodo,Local Used,331765,2005, Silver
26200000,Mercedes-Benz GL-Class  White,Abuja (FCT),Jabi,Local Used,88611,2013, White
33600000,Mercedes-Benz E 2016 Silver,Lagos State,Ogudu,Foreign Used,53956,400, Silver
5775000,Toyota Camry  Gray,Lagos State,Abule Egba,Local Used,329382,2007, Gray
4200000,Mercedes-Benz C 2007 Silver,Kaduna State,Kaduna / Kaduna State,Local Used,309181,230, Silver
4830000,Toyota Camry  Gold,Enugu State,Enugu,Local Used,121262,2007, Gold
2677500,Nissan Versa  Red,Ogun State,Abeokuta North,Local Used,NA,2007, Red
3528000,Toyota Camry  Gray,Abuja (FCT),Garki 2,Local Used,308709,2005, Gray
10920000,Mercedes-Benz E 2010 White,Abuja (FCT),Kubwa,Local Used,222783,350, White
4200000,Toyota Sienna LE AWD  Gold,Lagos State,Ikorodu,Local Used,179852,2005, Gold
19425000,Toyota Land Cruiser  Black,Lagos State,Lekki,Local Used,296814,2009, Black
3580000,Ford Focus  Blue,Abuja (FCT),Jabi,Local Used,24463,2007, Blue
4620000,Volkswagen Touareg  Brown,Lagos State,Ojodu,Local Used,244220,2005, Brown
14490000,Toyota Tundra  Silver,Lagos State,Ajah,Local Used,106820,2008, Silver
8925000,Mercedes-Benz GL-Class  Black,Lagos State,Lekki,Local Used,209643,2012, Black
6552000,Mercedes-Benz M Class  Silver,Lagos State,Magodo,Local Used,331765,2005, Silver
26200000,Mercedes-Benz GL-Class  White,Abuja (FCT),Jabi,Local Used,88611,2013, White
33600000,Mercedes-Benz E 2016 Silver,Lagos State,Ogudu,Foreign Used,53956,400, Silver
5775000,Toyota Camry  Gray,Lagos State,Abule Egba,Local Used,329382,2007, Gray
4200000,Mercedes-Benz C 2007 Silver,Kaduna State,Kaduna / Kaduna State,Local Used,309181,230, Silver
4830000,Toyota Camry  Gold,Enugu State,Enugu,Local Used,121262,2007, Gold
2677500,Nissan Versa  Red,Ogun State,Abeokuta North,Local Used,NA,2007, Red
3528000,Toyota Camry  Gray,Abuja (FCT),Garki 2,Local Used,308709,2005, Gray
10920000,Mercedes-Benz E 2010 White,Abuja (FCT),Kubwa,Local Used,222783,350, White
4200000,Toyota Sienna LE AWD  Gold,Lagos State,Ikorodu,Local Used,179852,2005, Gold
19425000,Toyota Land Cruiser  Black,Lagos State,Lekki,Local Used,296814,2009, Black
3580000,Ford Focus  Blue,Abuja (FCT),Jabi,Local Used,24463,2007, Blue
4620000,Volkswagen Touareg  Brown,Lagos State,Ojodu,Local Used,244220,2005, Brown
14490000,Toyota Tundra  Silver,Lagos State,Ajah,Local Used,106820,2008, Silver
8925000,Mercedes-Benz GL-Class  Black,Lagos State,Lekki,Local Used,209643,2012, Black
6552000,Mercedes-Benz M Class  Silver,Lagos State,Magodo,Local Used,331765,2005, Silver
26200000,Mercedes-Benz GL-Class  White,Abuja (FCT),Jabi,Local Used,88611,2013, White
33600000,Mercedes-Benz E 2016 Silver,Lagos State,Ogudu,Foreign Used,53956,400, Silver
5775000,Toyota Camry  Gray,Lagos State,Abule Egba,Local Used,329382,2007, Gray
4200000,Mercedes-Benz C 2007 Silver,Kaduna State,Kaduna / Kaduna State,Local Used,309181,230, Silver
4830000,Toyota Camry  Gold,Enugu State,Enugu,Local Used,121262,2007, Gold
2677500,Nissan Versa  Red,Ogun State,Abeokuta North,Local Used,NA,2007, Red
3528000,Toyota Camry  Gray,Abuja (FCT),Garki 2,Local Used,308709,2005, Gray
10920000,Mercedes-Benz E 2010 White,Abuja (FCT),Kubwa,Local Used,222783,350, White
4200000,Toyota Sienna LE AWD  Gold,Lagos State,Ikorodu,Local Used,179852,2005, Gold
19425000,Toyota Land Cruiser  Black,Lagos State,Lekki,Local Used,296814,2009, Black
3580000,Ford Focus  Blue,Abuja (FCT),Jabi,Local Used,24463,2007, Blue
4620000,Volkswagen Touareg  Brown,Lagos State,Ojodu,Local Used,244220,2005, Brown
14490000,Toyota Tundra  Silver,Lagos State,Ajah,Local Used,106820,2008, Silver
8925000,Mercedes-Benz GL-Class  Black,Lagos State,Lekki,Local Used,209643,2012, Black
6552000,Mercedes-Benz M Class  Silver,Lagos State,Magodo,Local Used,331765,2005, Silver
26200000,Mercedes-Benz GL-Class  White,Abuja (FCT),Jabi,Local Used,88611,2013, White
33600000,Mercedes-Benz E 2016 Silver,Lagos State,Ogudu,Foreign Used,53956,400, Silver
6090000,Honda Crosstour  Gray,Abuja (FCT),Kubwa,Local Used,181447,2010, Gray
16800000,Ford Explorer  Brown,Abuja (FCT),Garki 2,Local Used,79332,2016, Brown
3640000,Honda Accord  Silver,Abuja (FCT),Kubwa,Local Used,14588,2003, Silver
7800000,Honda Accord  Red,Abuja (FCT),Asokoro,Local Used,254406,2011, Red
6240000,Volkswagen Passat  Black,Lagos State,Ilupeju,Local Used,59080,2012, Black
8190000,Toyota Highlander  Gold,Rivers State,Port-Harcourt,Local Used,93133,2008, Gold
5565000,BMW  Series 2008 Blue,Lagos State,Magodo,Local Used,261382,7, Blue
7350000,Toyota Mark X .5 RWD 2005 Silver,Abuja (FCT),Lugbe District,Local Used,178507,2, Silver
25200000,Hyundai Tucson  Silver,Abuja (FCT),Gwarinpa,Local Used,280124,2016, Silver
8925000,Mercedes-Benz E 2010 Gray,Abuja (FCT),Jabi,Local Used,129329,350, Gray
12316500,Toyota Land Cruiser Prado  Gray,Abuja (FCT),Garki 2,Local Used,307472,2009, Gray
4725000,Honda Accord  White,Abuja (FCT),Gudu,Local Used,96959,2010, White
3549000,Toyota Matrix  White,Abuja (FCT),Kubwa,Local Used,154681,2003, White
4200000,Honda Pilot EX dr SUV (3.5L 6cyl 5A) 2009 Red,Kaduna State,Kaduna / Kaduna State,Local Used,125280,4, Red
3360000,Nissan Altima  Blue,Lagos State,Ikeja,Local Used,171650,2009, Blue
7350000,Acura TL  Red,Abuja (FCT),Karu,Local Used,NA,2013, Red
5145000,Pontiac Torrent  Black,Lagos State,Surulere,Local Used,191952,2008, Black
5565000,Toyota Camry  Black,Lagos State,Ikorodu,Local Used,97364,2007, Black
4725000,Toyota Corolla  Gray,Lagos State,Lekki,Local Used,299999,2007, Gray
3990000,Lexus ES  Silver,Oyo State,Ibadan,Local Used,224325,2003, Silver
10920000,Mercedes-Benz E 2011 Black,Rivers State,Port-Harcourt,Local Used,214866,350, Black
4305000,Ford Edge  Off white,Abuja (FCT),Kubwa,Local Used,297115,2007, white
9360000,Mercedes-Benz C 2012 Blue,Abuja (FCT),Jabi,Local Used,277146,250, Blue
15540000,Mercedes-Benz C 2015 Black,Lagos State,Ikotun/Igando,Local Used,100,300, Black
15750000,BMW i 2014 Brown,Lagos State,Lekki,Local Used,11067,335, Brown
3675000,Ford Mondeo  Green,Rivers State,Port-Harcourt,Local Used,170077,2008, Green
8632000,Toyota Corolla  Silver,Oyo State,Ibadan,Local Used,182083,2010, Silver
5250000,Infiniti QX 2008 Black,Abuja (FCT),Lugbe District,Local Used,241621,56, Black
4620000,Ford Focus  Black,Abuja (FCT),Gwarinpa,Local Used,218595,2013, Black
4095000,Toyota Corolla  Blue,Abuja (FCT),Kubwa,Local Used,296312,2005, Blue
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
3640000,Toyota Avensis  Black,Abuja (FCT),Gudu,Local Used,126122,2005, Black
10500000,Audi Q 2011 Black,Lagos State,Lekki,Local Used,133432,7, Black
8112000,Toyota Sienna  Gold,Abuja (FCT),Karu,Local Used,98141,2007, Gold
6825000,Toyota Tundra  Gray,Oyo State,Ibadan,Local Used,111607,2006, Gray
13440000,Toyota Hilux  White,Oyo State,Ibadan,Local Used,134173,2013, White
27300000,BMW i 2017 Blue,Abuja (FCT),Wuse,Local Used,84580,530, Blue
8840000,Toyota -Runner 2003 Gray,Abuja (FCT),Garki 2,Local Used,196692,4, Gray
4200000,Lexus ES  Gold,Oyo State,Ibadan,Local Used,221425,2002, Gold
15750000,Mitsubishi L 2020 White,Lagos State,Mushin,Local Used,62393,200, White
3120000,Honda Accord  Red,Lagos State,Yaba,Local Used,482800,2000, Red
3120000,Honda Accord  Gold,Lagos State,Kosofe,Local Used,504864,2004, Gold
14560000,Mercedes-Benz GL-Class  Black,Lagos State,Ikeja,Local Used,187510,2008, Black
3120000,Toyota Camry  Gold,Abuja (FCT),Karu,Local Used,215431,2002, Gold
48300000,Chevrolet Blazer  Red,Lagos State,Lekki,Foreign Used,41337,2019, Red
5775000,Honda Crosstour  Matt Black,Lagos State,Yaba,Local Used,200404,2010, Black
57750000,Kia Sorento  Black,Lagos State,Lekki,Local Used,1991,2024, Black
4235000,Mazda CX- 2009 Black,Ondo State,Akure,Local Used,241634,9, Black
3832500,Toyota Camry  Gray,Abuja (FCT),Kubwa,Local Used,138211,2006, Gray
8190000,Toyota Corolla  Gray,Lagos State,Lekki,Local Used,200287,2013, Gray
9360000,Ford Escape  Silver,Lagos State,Amuwo-Odofin,Local Used,210638,2013, Silver
6240000,Ford Edge  Gold,Lagos State,Ikeja,Local Used,270021,2008, Gold
5880000,Mazda CX- 2008 Red,Lagos State,Isolo,Local Used,137169,9, Red
38325000,Geely Coolray  Gray,Lagos State,Ogudu,Local Used,27164,2021, Gray
16800000,Lexus RX  2010 Gray,Ondo State,Akure,Local Used,164667,350, Gray
2625000,Nissan Sunny  Black,Kaduna State,Kaduna / Kaduna State,Local Used,207029,2007, Black
13520000,Acura MDX  Black,Lagos State,Ipaja,Foreign Used,106988,2013, Black
4935000,Toyota Sienna  Blue,Ogun State,Abeokuta North,Local Used,261961,2004, Blue
233415000,Mercedes-Benz S-Class S  4MATIC 2021 Black,Lagos State,Lekki,Foreign Used,47211,580, Black
8925000,Mercedes-Benz C 2014 Brown,Lagos State,Lekki,Local Used,87775,300, Brown
6090000,Ford Edge  Black,Lagos State,Alimosho,Local Used,281457,2013, Black
5250000,Toyota Sienna  Green,Lagos State,Abule Egba,Local Used,151877,2008, Green
4200000,Lexus ES  Black,Rivers State,Port-Harcourt,Local Used,87168,2002, Black
9360000,Honda CR-V  Blue,Lagos State,Ikeja,Local Used,18115,2010, Blue
5200000,Toyota Matrix  Blue,Abuja (FCT),Gudu,Local Used,274728,2006, Blue
4935000,Toyota Highlander  Silver,Abuja (FCT),Karu,Local Used,105233,2006, Silver
3885000,Nissan Almera  Silver,Lagos State,Alimosho,Foreign Used,30696,2001, Silver
7350000,Acura MDX  White,Edo State,Benin City,Foreign Used,82621,2009, White
8320000,Mercedes-Benz M Class  Gray,Lagos State,Lekki,Local Used,294565,2007, Gray
7904000,Lexus RX  2004 Black,Abuja (FCT),Lugbe District,Local Used,193132,330, Black
5617500,Toyota Camry .3 Hybrid 2007 Red,Lagos State,Ikorodu,Local Used,41927,2, Red
23625000,Hyundai Genesis  White,Lagos State,Lekki,Local Used,141972,2015, White
19760000,Land Rover Range Rover Evoque Pure Plus AWD  Black,Akwa Ibom State,Uyo,Local Used,92936,2013, Black
34840000,Land Rover Range Rover Vogue  Black,Lagos State,Lekki,Local Used,167429,2014, Black
31200000,Toyota Corolla  White,Lagos State,Lekki,Foreign Used,36261,2019, White
13520000,Mercedes-Benz E 2012 White,Lagos State,Ogudu,Local Used,134461,350, White
5250000,Toyota Sienna  Green,Lagos State,Abule Egba,Local Used,151877,2008, Green
4200000,Lexus ES  Black,Rivers State,Port-Harcourt,Local Used,87168,2002, Black
9360000,Honda CR-V  Blue,Lagos State,Ikeja,Local Used,18115,2010, Blue
5200000,Toyota Matrix  Blue,Abuja (FCT),Gudu,Local Used,274728,2006, Blue
4935000,Toyota Highlander  Silver,Abuja (FCT),Karu,Local Used,105233,2006, Silver
3885000,Nissan Almera  Silver,Lagos State,Alimosho,Foreign Used,30696,2001, Silver
7350000,Acura MDX  White,Edo State,Benin City,Foreign Used,82621,2009, White
8320000,Mercedes-Benz M Class  Gray,Lagos State,Lekki,Local Used,294565,2007, Gray
7904000,Lexus RX  2004 Black,Abuja (FCT),Lugbe District,Local Used,193132,330, Black
5617500,Toyota Camry .3 Hybrid 2007 Red,Lagos State,Ikorodu,Local Used,41927,2, Red
23625000,Hyundai Genesis  White,Lagos State,Lekki,Local Used,141972,2015, White
19760000,Land Rover Range Rover Evoque Pure Plus AWD  Black,Akwa Ibom State,Uyo,Local Used,92936,2013, Black
34840000,Land Rover Range Rover Vogue  Black,Lagos State,Lekki,Local Used,167429,2014, Black
31200000,Toyota Corolla  White,Lagos State,Lekki,Foreign Used,36261,2019, White
13520000,Mercedes-Benz E 2012 White,Lagos State,Ogudu,Local Used,134461,350, White
5250000,Toyota Sienna  Green,Lagos State,Abule Egba,Local Used,151877,2008, Green
4200000,Lexus ES  Black,Rivers State,Port-Harcourt,Local Used,87168,2002, Black
9360000,Honda CR-V  Blue,Lagos State,Ikeja,Local Used,18115,2010, Blue
5200000,Toyota Matrix  Blue,Abuja (FCT),Gudu,Local Used,274728,2006, Blue
4935000,Toyota Highlander  Silver,Abuja (FCT),Karu,Local Used,105233,2006, Silver
3885000,Nissan Almera  Silver,Lagos State,Alimosho,Foreign Used,30696,2001, Silver
7350000,Acura MDX  White,Edo State,Benin City,Foreign Used,82621,2009, White
8320000,Mercedes-Benz M Class  Gray,Lagos State,Lekki,Local Used,294565,2007, Gray
7904000,Lexus RX  2004 Black,Abuja (FCT),Lugbe District,Local Used,193132,330, Black
5617500,Toyota Camry .3 Hybrid 2007 Red,Lagos State,Ikorodu,Local Used,41927,2, Red
23625000,Hyundai Genesis  White,Lagos State,Lekki,Local Used,141972,2015, White
19760000,Land Rover Range Rover Evoque Pure Plus AWD  Black,Akwa Ibom State,Uyo,Local Used,92936,2013, Black
34840000,Land Rover Range Rover Vogue  Black,Lagos State,Lekki,Local Used,167429,2014, Black
31200000,Toyota Corolla  White,Lagos State,Lekki,Foreign Used,36261,2019, White
13520000,Mercedes-Benz E 2012 White,Lagos State,Ogudu,Local Used,134461,350, White
5250000,Toyota Sienna  Green,Lagos State,Abule Egba,Local Used,151877,2008, Green
4200000,Lexus ES  Black,Rivers State,Port-Harcourt,Local Used,87168,2002, Black
9360000,Honda CR-V  Blue,Lagos State,Ikeja,Local Used,18115,2010, Blue
5200000,Toyota Matrix  Blue,Abuja (FCT),Gudu,Local Used,274728,2006, Blue
4935000,Toyota Highlander  Silver,Abuja (FCT),Karu,Local Used,105233,2006, Silver
3885000,Nissan Almera  Silver,Lagos State,Alimosho,Foreign Used,30696,2001, Silver
7350000,Acura MDX  White,Edo State,Benin City,Foreign Used,82621,2009, White
8320000,Mercedes-Benz M Class  Gray,Lagos State,Lekki,Local Used,294565,2007, Gray
7904000,Lexus RX  2004 Black,Abuja (FCT),Lugbe District,Local Used,193132,330, Black
5617500,Toyota Camry .3 Hybrid 2007 Red,Lagos State,Ikorodu,Local Used,41927,2, Red
23625000,Hyundai Genesis  White,Lagos State,Lekki,Local Used,141972,2015, White
19760000,Land Rover Range Rover Evoque Pure Plus AWD  Black,Akwa Ibom State,Uyo,Local Used,92936,2013, Black
34840000,Land Rover Range Rover Vogue  Black,Lagos State,Lekki,Local Used,167429,2014, Black
31200000,Toyota Corolla  White,Lagos State,Lekki,Foreign Used,36261,2019, White
13520000,Mercedes-Benz E 2012 White,Lagos State,Ogudu,Local Used,134461,350, White
5250000,Toyota Sienna  Green,Lagos State,Abule Egba,Local Used,151877,2008, Green
4200000,Lexus ES  Black,Rivers State,Port-Harcourt,Local Used,87168,2002, Black
9360000,Honda CR-V  Blue,Lagos State,Ikeja,Local Used,18115,2010, Blue
5200000,Toyota Matrix  Blue,Abuja (FCT),Gudu,Local Used,274728,2006, Blue
4935000,Toyota Highlander  Silver,Abuja (FCT),Karu,Local Used,105233,2006, Silver
3885000,Nissan Almera  Silver,Lagos State,Alimosho,Foreign Used,30696,2001, Silver
7350000,Acura MDX  White,Edo State,Benin City,Foreign Used,82621,2009, White
8320000,Mercedes-Benz M Class  Gray,Lagos State,Lekki,Local Used,294565,2007, Gray
7904000,Lexus RX  2004 Black,Abuja (FCT),Lugbe District,Local Used,193132,330, Black
5617500,Toyota Camry .3 Hybrid 2007 Red,Lagos State,Ikorodu,Local Used,41927,2, Red
23625000,Hyundai Genesis  White,Lagos State,Lekki,Local Used,141972,2015, White
19760000,Land Rover Range Rover Evoque Pure Plus AWD  Black,Akwa Ibom State,Uyo,Local Used,92936,2013, Black
34840000,Land Rover Range Rover Vogue  Black,Lagos State,Lekki,Local Used,167429,2014, Black
31200000,Toyota Corolla  White,Lagos State,Lekki,Foreign Used,36261,2019, White
13520000,Mercedes-Benz E 2012 White,Lagos State,Ogudu,Local Used,134461,350, White
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
10400000,Land Rover Lr 2006 Gray,Lagos State,Yaba,Local Used,330118,3, Gray
5208000,Toyota Camry  Silver,Abuja (FCT),Lugbe District,Local Used,403162,2007, Silver
4016250,Infiniti FX Base 4x4 (3.5L 6cyl 5A) 2005 Black,Abuja (FCT),Lugbe District,Local Used,105228,35, Black
9450000,Chevrolet Cruze LT Auto  Black,Lagos State,Lekki,Local Used,40218,2017, Black
13125000,Lexus IS  Black,Ogun State,Abeokuta North,Local Used,119687,2011, Black
5250000,Lexus ES  White,Abuja (FCT),Lugbe District,Local Used,207452,2006, White
3990000,Acura RDX  Black,Abuja (FCT),Gudu,Local Used,99999,2007, Black
6300000,Acura MDX  White,Oyo State,Ibadan,Local Used,318844,2009, White
3675000,Mercedes-Benz E 1999 Black,Abuja (FCT),Karu,Local Used,131754,320, Black
3885000,Ford Escape  Off white,Rivers State,Port-Harcourt,Local Used,292965,2008, white
4200000,Toyota Corolla  Black,Rivers State,Port-Harcourt,Local Used,224599,2007, Black
3780000,Mercedes-Benz E 1980 Gray,Ondo State,Akure,Local Used,111526,200, Gray
3675000,Mazda  2003 Gray,Oyo State,Ibadan,Local Used,319462,6, Gray
47424000,Ford F- 2010 Black,Lagos State,Lekki,Local Used,201461,150, Black
41600000,Toyota Land Cruiser Prado  Black,Lagos State,Lekki,Local Used,112670,2013, Black
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
4576000,Toyota Corolla  Gold,Lagos State,Amuwo-Odofin,Local Used,243979,2002, Gold
12792000,Toyota Tacoma  Silver,Lagos State,Ikeja,Local Used,467090,2008, Silver
3675000,Cadillac SRX  Silver,Oyo State,Ibadan,Local Used,181712,2007, Silver
8400000,Toyota FJ Cruiser  Black,Abuja (FCT),Jabi,Local Used,1,2007, Black
5775000,Land Rover Lr 2007 Black,Abia State,Umuahia,Local Used,51954,3, Black
3588000,Honda Accord  Silver,Rivers State,Port-Harcourt,Local Used,320420,2007, Silver
6300000,Mercedes-Benz C 2008 Black,Abuja (FCT),Asokoro,Local Used,159685,280, Black
