price,name,registered_state,registered_city,condition,year_of_manufacture,color,mileage
7280000,Lexus ES  Silver,Ogun State,Abeokuta North,Local Used,2005, Silver,408236
5250000,Mitsubishi L 2014 White,Oyo State,Ibadan,Local Used,200, White,144992
4200000,Honda Accord Automatic  Gray,Kaduna State,Kaduna / Kaduna State,Foreign Used,2004, Gray,172589
4160000,Peugeot  2004 Blue,Abuja (FCT),Garki 2,Local Used,307, Blue,228578
98800000,Lexus LX  Silver,Lagos State,Ikoyi,Local Used,2011, Silver,43813
13000000,Lexus ES  Blue,Lagos State,Alimosho,Local Used,2010, Blue,260170
27850000,Toyota Highlander  Black,Lagos State,Alimosho,Foreign Used,2016, Black,183733
6240000,Honda Accord  Gold,Abuja (FCT),Garki 2,Local Used,2008, Gold,328308
4194750,Ford Edge  Black,Lagos State,Surulere,Local Used,2007, Black,327455
4200000,Toyota Corolla  Blue,Lagos State,Alimosho,Local Used,2003, Blue,162111
4830000,Honda Pilot  Silver,Lagos State,Magodo,Foreign Used,2003, Silver,399351
8840000,Toyota Corolla  Blue,Ogun State,Abeokuta North,Local Used,2008, Blue,47123
6090000,Toyota RAV 2.2 D-4D VX 2007 Silver,Lagos State,Ilupeju,Local Used,4, Silver,136475
3990000,Volkswagen Passat  Green,Abuja (FCT),Wuse,Foreign Used,2000, Green,246819
2912000,Nissan Pathfinder  Gray,Abuja (FCT),Jabi,Local Used,2002, Gray,999999
23920000,Hyundai Santa Fe  White,Lagos State,Lekki,Foreign Used,2015, White,171450
10400000,Toyota Camry  Gray,Lagos State,Lekki,Local Used,2011, Gray,108660
29640000,Land Rover Range Rover Sport  White,Lagos State,Ikeja,Foreign Used,2012, White,160180
22256000,Hyundai Grandeur  Black,Lagos State,Amuwo-Odofin,Foreign Used,2011, Black,97197
8528000,Toyota Highlander  Gold,Lagos State,Alimosho,Local Used,2007, Gold,249442
24150000,Lexus IS  Gray,Lagos State,Alimosho,Foreign Used,2016, Gray,118630
8320000,Toyota Corolla  Blue,Lagos State,Amuwo-Odofin,Local Used,2008, Blue,162746
5720000,Lexus RX  2003 Gray,Lagos State,Ikotun/Igando,Local Used,300, Gray,98868
58800000,Land Rover Range Rover Velar  White,Lagos State,Abule Egba,Local Used,2020, White,84660
6300000,Dodge Journey R/T  Black,Lagos State,Ikorodu,Local Used,2010, Black,143760
12480000,Ford Explorer  Ivory,Ogun State,Abeokuta North,Local Used,2015, Ivory,149689
11025000,Mercedes-Benz GLK-Class  Black,Oyo State,Ibadan,Local Used,2011, Black,180376
5985000,Nissan Armada  Brown,Abuja (FCT),Gwagwalada,Local Used,2004, Brown,192731
4680000,Toyota Camry  Gray,Rivers State,Port-Harcourt,Local Used,2003, Gray,296435
5750000,Ford Escape  Black,Lagos State,Lekki,Local Used,2010, Black,185918
6300000,Nissan Altima .5 S 2007 Blue,Lagos State,Lekki,Foreign Used,2, Blue,182069
5148000,Honda Accord  Brown,Abuja (FCT),Gwagwalada,Local Used,2010, Brown,291539
18720000,Lexus ES  Black,Rivers State,Port-Harcourt,Local Used,2014, Black,172239
5200000,Ford Explorer  Brown,Rivers State,Port-Harcourt,Local Used,2006, Brown,310845
24150000,GAC GA 2020 Black,Lagos State,Lekki,Local Used,3, Black,76966
5200000,Toyota RAV 2003 Silver,Enugu State,Enugu,Local Used,4, Silver,315000
4680000,Honda Odyssey  Gray,Ogun State,Abeokuta North,Local Used,2007, Gray,203058
4680000,Toyota Camry  Silver,Ogun State,Abeokuta North,Local Used,2004, Silver,424225
3360000,Toyota Camry  Green,Lagos State,Abule Egba,Local Used,2003, Green,326621
6760000,Toyota Camry  Blue,Lagos State,Ojodu,Local Used,2007, Blue,174098
9152000,Lexus GX  Black,Lagos State,Alimosho,Local Used,2004, Black,282961
8840000,Toyota Camry  Beige,Lagos State,Yaba,Local Used,2010, Beige,193674
6090000,Toyota Camry  Silver,Abuja (FCT),Gwarinpa,Local Used,2007, Silver,199740
6448000,Toyota -Runner 2004 Gold,Lagos State,Amuwo-Odofin,Local Used,4, Gold,111929
9880000,Lexus RX h AWD 2008 Gold,Lagos State,Ikorodu,Local Used,400, Gold,120651
19425000,Land Rover Range Rover  White,Lagos State,Alimosho,Foreign Used,2012, White,310409
7350000,Toyota Camry  Black,Abuja (FCT),Asokoro,Local Used,2011, Black,257267
20800000,Mercedes-Benz GLK-Class  SUV 2013 Black,Lagos State,Lekki,Local Used,350, Black,145811
5200000,Toyota Avalon  Red,Lagos State,Kosofe,Local Used,2006, Red,291208
5775000,Toyota Sienna  Silver,Lagos State,Ikotun/Igando,Local Used,2008, Silver,150804
7245000,Mitsubishi Jeep  Black,Kaduna State,Kaduna / Kaduna State,Local Used,2008, Black,212664
10500000,Nissan Pathfinder  White,Lagos State,Abule Egba,Local Used,2016, White,116516
6240000,Toyota Corolla  Gold,Enugu State,Enugu,Local Used,2004, Gold,183912
4515000,Toyota Matrix  Blue,Lagos State,Ogudu,Local Used,2005, Blue,299999
28455000,BMW  Series 2013 Blue,Lagos State,Amuwo-Odofin,Foreign Used,7, Blue,68370
7350000,Lincoln MKZ  Black,Abuja (FCT),Jabi,Local Used,2008, Black,204740
5512000,Toyota Highlander  Green,Enugu State,Enugu,Local Used,2002, Green,264000
3045000,Honda Pilot  Gold,Lagos State,Abule Egba,Local Used,2005, Gold,195550
6300000,Peugeot  2005 Silver,Lagos State,Isolo,Foreign Used,807, Silver,195317
7280000,Honda Crosstour  Black,Rivers State,Port-Harcourt,Local Used,2011, Black,233832
4095000,Nissan Murano  Gray,Lagos State,Magodo,Local Used,2004, Gray,190166
8400000,Volkswagen Sharan  Black,Abuja (FCT),Garki 2,Local Used,2003, Black,274959
3010000,Peugeot  2000 Green,Abuja (FCT),Lugbe District,Local Used,406, Green,235894
39900000,Mercedes-Benz GLE-Class GLE  4MATIC 2016 Black,Lagos State,Lekki,Foreign Used,400, Black,220003
10400000,Toyota Corolla  White,Abuja (FCT),Gwarinpa,Local Used,2010, White,292618
10920000,Mercedes-Benz E 2010 White,Lagos State,Ojodu,Local Used,350, White,181925
9360000,Toyota Highlander  Blue,Lagos State,Surulere,Local Used,2007, Blue,152736
19760000,Toyota Venza  White,Edo State,Benin City,Foreign Used,2012, White,141132
26250000,Honda Odyssey  Gray,Lagos State,Ajah,Foreign Used,2016, Gray,179524
11960000,Toyota Camry  Black,Lagos State,Ibeju,Local Used,2014, Black,62595
14040000,Hyundai Sonata  Blue,Oyo State,Ibadan,Local Used,2016, Blue,148904
6500000,Toyota Highlander  Silver,Lagos State,Abule Egba,Local Used,2006, Silver,189437
6032000,Toyota Camry  Black,Abuja (FCT),Karu,Local Used,2006, Black,216424
2688000,Toyota Sienna  Blue,Lagos State,Ogba,Local Used,2002, Blue,400368
7280000,Honda Crosstour  Black,Rivers State,Port-Harcourt,Local Used,2011, Black,233832
4095000,Nissan Murano  Gray,Lagos State,Magodo,Local Used,2004, Gray,190166
8400000,Volkswagen Sharan  Black,Abuja (FCT),Garki 2,Local Used,2003, Black,274959
3010000,Peugeot  2000 Green,Abuja (FCT),Lugbe District,Local Used,406, Green,235894
39900000,Mercedes-Benz GLE-Class GLE  4MATIC 2016 Black,Lagos State,Lekki,Foreign Used,400, Black,220003
10400000,Toyota Corolla  White,Abuja (FCT),Gwarinpa,Local Used,2010, White,292618
10920000,Mercedes-Benz E 2010 White,Lagos State,Ojodu,Local Used,350, White,181925
9360000,Toyota Highlander  Blue,Lagos State,Surulere,Local Used,2007, Blue,152736
19760000,Toyota Venza  White,Edo State,Benin City,Foreign Used,2012, White,141132
26250000,Honda Odyssey  Gray,Lagos State,Ajah,Foreign Used,2016, Gray,179524
11960000,Toyota Camry  Black,Lagos State,Ibeju,Local Used,2014, Black,62595
14040000,Hyundai Sonata  Blue,Oyo State,Ibadan,Local Used,2016, Blue,148904
6500000,Toyota Highlander  Silver,Lagos State,Abule Egba,Local Used,2006, Silver,189437
6032000,Toyota Camry  Black,Abuja (FCT),Karu,Local Used,2006, Black,216424
2688000,Toyota Sienna  Blue,Lagos State,Ogba,Local Used,2002, Blue,400368
7280000,Honda Crosstour  Black,Rivers State,Port-Harcourt,Local Used,2011, Black,233832
4095000,Nissan Murano  Gray,Lagos State,Magodo,Local Used,2004, Gray,190166
8400000,Volkswagen Sharan  Black,Abuja (FCT),Garki 2,Local Used,2003, Black,274959
3010000,Peugeot  2000 Green,Abuja (FCT),Lugbe District,Local Used,406, Green,235894
39900000,Mercedes-Benz GLE-Class GLE  4MATIC 2016 Black,Lagos State,Lekki,Foreign Used,400, Black,220003
10400000,Toyota Corolla  White,Abuja (FCT),Gwarinpa,Local Used,2010, White,292618
10920000,Mercedes-Benz E 2010 White,Lagos State,Ojodu,Local Used,350, White,181925
9360000,Toyota Highlander  Blue,Lagos State,Surulere,Local Used,2007, Blue,152736
19760000,Toyota Venza  White,Edo State,Benin City,Foreign Used,2012, White,141132
26250000,Honda Odyssey  Gray,Lagos State,Ajah,Foreign Used,2016, Gray,179524
11960000,Toyota Camry  Black,Lagos State,Ibeju,Local Used,2014, Black,62595
14040000,Hyundai Sonata  Blue,Oyo State,Ibadan,Local Used,2016, Blue,148904
6500000,Toyota Highlander  Silver,Lagos State,Abule Egba,Local Used,2006, Silver,189437
6032000,Toyota Camry  Black,Abuja (FCT),Karu,Local Used,2006, Black,216424
2688000,Toyota Sienna  Blue,Lagos State,Ogba,Local Used,2002, Blue,400368
3120000,Honda Accord  Gray,Lagos State,Amuwo-Odofin,Local Used,2005, Gray,405991
4200000,Lexus RX  2000 Black,Lagos State,Isolo,Foreign Used,300, Black,168928
17680000,Toyota Highlander  White,Ogun State,Abeokuta North,Local Used,2012, White,181401
15750000,Mitsubishi Pajero  Black,Lagos State,Ojodu,Local Used,2008, Black,136433
7280000,Toyota Highlander  Gold,Ogun State,Abeokuta North,Local Used,2004, Gold,307961
6760000,Toyota Camry  Silver,Oyo State,Ibadan,Local Used,2007, Silver,111950
21840000,Lexus RX  2014 Black,Rivers State,Port-Harcourt,Local Used,350, Black,89156
4725000,Hyundai Sonata  Black,Abuja (FCT),Gwagwalada,Local Used,2009, Black,179927
14505750,Toyota Highlander Limited .5l 4WD 2013 Black,Abuja (FCT),Lugbe District,Local Used,3, Black,207282
12480000,Mercedes-Benz E 2011 Black,Akwa Ibom State,Uyo,Local Used,350, Black,204407
17868240,Hyundai Sonata  Gray,Abuja (FCT),Kubwa,Foreign Used,2015, Gray,127856
10500000,Honda Accord  Green,Lagos State,Ilupeju,Local Used,2013, Green,180614
6300000,Toyota Sequoia  Green,Oyo State,Ibadan,Local Used,2002, Green,116400
11960000,Toyota Camry  White,Abuja (FCT),Asokoro,Local Used,2012, White,105680
8632000,Toyota Avalon  Blue,Lagos State,Magodo,Foreign Used,2006, Blue,343156
3120000,Honda Accord  Gray,Lagos State,Amuwo-Odofin,Local Used,2005, Gray,405991
4200000,Lexus RX  2000 Black,Lagos State,Isolo,Foreign Used,300, Black,168928
17680000,Toyota Highlander  White,Ogun State,Abeokuta North,Local Used,2012, White,181401
15750000,Mitsubishi Pajero  Black,Lagos State,Ojodu,Local Used,2008, Black,136433
7280000,Toyota Highlander  Gold,Ogun State,Abeokuta North,Local Used,2004, Gold,307961
6760000,Toyota Camry  Silver,Oyo State,Ibadan,Local Used,2007, Silver,111950
21840000,Lexus RX  2014 Black,Rivers State,Port-Harcourt,Local Used,350, Black,89156
4725000,Hyundai Sonata  Black,Abuja (FCT),Gwagwalada,Local Used,2009, Black,179927
14505750,Toyota Highlander Limited .5l 4WD 2013 Black,Abuja (FCT),Lugbe District,Local Used,3, Black,207282
12480000,Mercedes-Benz E 2011 Black,Akwa Ibom State,Uyo,Local Used,350, Black,204407
17868240,Hyundai Sonata  Gray,Abuja (FCT),Kubwa,Foreign Used,2015, Gray,127856
10500000,Honda Accord  Green,Lagos State,Ilupeju,Local Used,2013, Green,180614
6300000,Toyota Sequoia  Green,Oyo State,Ibadan,Local Used,2002, Green,116400
11960000,Toyota Camry  White,Abuja (FCT),Asokoro,Local Used,2012, White,105680
8632000,Toyota Avalon  Blue,Lagos State,Magodo,Foreign Used,2006, Blue,343156
3120000,Honda Accord  Gray,Lagos State,Amuwo-Odofin,Local Used,2005, Gray,405991
4200000,Lexus RX  2000 Black,Lagos State,Isolo,Foreign Used,300, Black,168928
17680000,Toyota Highlander  White,Ogun State,Abeokuta North,Local Used,2012, White,181401
15750000,Mitsubishi Pajero  Black,Lagos State,Ojodu,Local Used,2008, Black,136433
7280000,Toyota Highlander  Gold,Ogun State,Abeokuta North,Local Used,2004, Gold,307961
6760000,Toyota Camry  Silver,Oyo State,Ibadan,Local Used,2007, Silver,111950
21840000,Lexus RX  2014 Black,Rivers State,Port-Harcourt,Local Used,350, Black,89156
4725000,Hyundai Sonata  Black,Abuja (FCT),Gwagwalada,Local Used,2009, Black,179927
14505750,Toyota Highlander Limited .5l 4WD 2013 Black,Abuja (FCT),Lugbe District,Local Used,3, Black,207282
12480000,Mercedes-Benz E 2011 Black,Akwa Ibom State,Uyo,Local Used,350, Black,204407
17868240,Hyundai Sonata  Gray,Abuja (FCT),Kubwa,Foreign Used,2015, Gray,127856
10500000,Honda Accord  Green,Lagos State,Ilupeju,Local Used,2013, Green,180614
6300000,Toyota Sequoia  Green,Oyo State,Ibadan,Local Used,2002, Green,116400
11960000,Toyota Camry  White,Abuja (FCT),Asokoro,Local Used,2012, White,105680
8632000,Toyota Avalon  Blue,Lagos State,Magodo,Foreign Used,2006, Blue,343156
14560000,Mercedes-Benz GL-Class  Black,Lagos State,Ikeja,Local Used,2007, Black,266122
10500000,Toyota Camry  Black,Lagos State,Abule Egba,Local Used,2014, Black,82471
8944000,Mercedes-Benz M Class  Black,Lagos State,Magodo,Local Used,2007, Black,143100
14560000,Toyota Venza  Black,Abuja (FCT),Lugbe District,Local Used,2009, Black,180450
21000000,Lexus LS  Black,Lagos State,Lekki,Local Used,2012, Black,23705
3150000,Hyundai Santa Fe  Black,Lagos State,Abule Egba,Local Used,2002, Black,182967
5720000,Toyota Corolla  Gray,Abuja (FCT),Gwarinpa,Local Used,2004, Gray,302512
6090000,Toyota Camry  Gold,Lagos State,Alimosho,Local Used,2011, Gold,280855
4680000,Ford Edge  Silver,Lagos State,Ajah,Local Used,2007, Silver,213165
17680000,Mercedes-Benz GLK-Class  2010 White,Lagos State,Ajah,Foreign Used,350, White,271556
12480000,Mercedes-Benz C 2013 Black,Kaduna State,Kaduna / Kaduna State,Local Used,300, Black,109084
46830000,Toyota Camry  Blue,Lagos State,Lekki,Foreign Used,2023, Blue,8450
13312000,Toyota Corolla  Gray,Oyo State,Ibadan,Local Used,2015, Gray,237564
4160000,Toyota Camry  Brown,Oyo State,Ibadan,Local Used,2004, Brown,406326
5250000,Kia Optima  Silver,Lagos State,Yaba,Local Used,2007, Silver,167520
14560000,Mercedes-Benz GL-Class  Black,Lagos State,Ikeja,Local Used,2007, Black,266122
10500000,Toyota Camry  Black,Lagos State,Abule Egba,Local Used,2014, Black,82471
8944000,Mercedes-Benz M Class  Black,Lagos State,Magodo,Local Used,2007, Black,143100
14560000,Toyota Venza  Black,Abuja (FCT),Lugbe District,Local Used,2009, Black,180450
21000000,Lexus LS  Black,Lagos State,Lekki,Local Used,2012, Black,23705
3150000,Hyundai Santa Fe  Black,Lagos State,Abule Egba,Local Used,2002, Black,182967
5720000,Toyota Corolla  Gray,Abuja (FCT),Gwarinpa,Local Used,2004, Gray,302512
6090000,Toyota Camry  Gold,Lagos State,Alimosho,Local Used,2011, Gold,280855
4680000,Ford Edge  Silver,Lagos State,Ajah,Local Used,2007, Silver,213165
17680000,Mercedes-Benz GLK-Class  2010 White,Lagos State,Ajah,Foreign Used,350, White,271556
12480000,Mercedes-Benz C 2013 Black,Kaduna State,Kaduna / Kaduna State,Local Used,300, Black,109084
46830000,Toyota Camry  Blue,Lagos State,Lekki,Foreign Used,2023, Blue,8450
13312000,Toyota Corolla  Gray,Oyo State,Ibadan,Local Used,2015, Gray,237564
4160000,Toyota Camry  Brown,Oyo State,Ibadan,Local Used,2004, Brown,406326
5250000,Kia Optima  Silver,Lagos State,Yaba,Local Used,2007, Silver,167520
14560000,Mercedes-Benz GL-Class  Black,Lagos State,Ikeja,Local Used,2007, Black,266122
10500000,Toyota Camry  Black,Lagos State,Abule Egba,Local Used,2014, Black,82471
8944000,Mercedes-Benz M Class  Black,Lagos State,Magodo,Local Used,2007, Black,143100
14560000,Toyota Venza  Black,Abuja (FCT),Lugbe District,Local Used,2009, Black,180450
21000000,Lexus LS  Black,Lagos State,Lekki,Local Used,2012, Black,23705
3150000,Hyundai Santa Fe  Black,Lagos State,Abule Egba,Local Used,2002, Black,182967
5720000,Toyota Corolla  Gray,Abuja (FCT),Gwarinpa,Local Used,2004, Gray,302512
6090000,Toyota Camry  Gold,Lagos State,Alimosho,Local Used,2011, Gold,280855
4680000,Ford Edge  Silver,Lagos State,Ajah,Local Used,2007, Silver,213165
17680000,Mercedes-Benz GLK-Class  2010 White,Lagos State,Ajah,Foreign Used,350, White,271556
12480000,Mercedes-Benz C 2013 Black,Kaduna State,Kaduna / Kaduna State,Local Used,300, Black,109084
46830000,Toyota Camry  Blue,Lagos State,Lekki,Foreign Used,2023, Blue,8450
13312000,Toyota Corolla  Gray,Oyo State,Ibadan,Local Used,2015, Gray,237564
4160000,Toyota Camry  Brown,Oyo State,Ibadan,Local Used,2004, Brown,406326
5250000,Kia Optima  Silver,Lagos State,Yaba,Local Used,2007, Silver,167520
4725000,Toyota Corolla  Blue,Lagos State,Abule Egba,Local Used,2006, Blue,154607
4680000,Toyota Camry  Red,Rivers State,Port-Harcourt,Local Used,2004, Red,147905
3150000,Volkswagen Golf  Blue,Enugu State,Enugu,Local Used,2000, Blue,297197
10038000,Toyota Camry  Gray,Lagos State,Ikeja,Foreign Used,2011, Gray,389255
4680000,Acura MDX  Silver,Abuja (FCT),Garki 2,Local Used,2004, Silver,229740
124800000,Lexus GX  Black,Lagos State,Ikoyi,Foreign Used,2021, Black,34697
25200000,Lexus RX  2013 White,Lagos State,Kosofe,Foreign Used,350, White,288604
14560000,Toyota Corolla  Silver,Lagos State,Surulere,Local Used,2016, Silver,311846
18720000,Mercedes-Benz GLK-Class  2010 Black,Lagos State,Ikorodu,Foreign Used,350, Black,NA
20280000,Toyota Sienna  Silver,Lagos State,Ikotun/Igando,Foreign Used,2013, Silver,39139
78750000,Toyota Land Cruiser  White,Lagos State,Ikeja,Foreign Used,2011, White,121389
9360000,Toyota Camry  White,Lagos State,Lekki,Local Used,2009, White,182870
46800000,Toyota Highlander  Silver,Lagos State,Ikotun/Igando,Foreign Used,2017, Silver,100453
47250000,Toyota Fortuner  Black,Lagos State,Yaba,Local Used,2017, Black,61708
12480000,Ford Explorer  Black,Lagos State,Ilupeju,Local Used,2013, Black,134465
10504000,Toyota Camry  Black,Abuja (FCT),Wuse,Local Used,2012, Black,104368
5200000,Ford Edge  Gray,Lagos State,Alimosho,Local Used,2007, Gray,164938
7800000,Toyota Camry  Red,Lagos State,Alimosho,Local Used,2008, Red,174233
78000000,Toyota Land Cruiser  Gray,Lagos State,Mushin,Foreign Used,2016, Gray,230188
54080000,Lexus RX  2018 Gray,Oyo State,Ibadan,Foreign Used,350, Gray,51413
11550000,Nissan Armada  Black,Lagos State,Isolo,Local Used,2009, Black,258667
16800000,Nissan Murano  Silver,Lagos State,Isolo,Foreign Used,2012, Silver,142781
18200000,Hyundai Sonata  Brown,Lagos State,Amuwo-Odofin,Foreign Used,2017, Brown,78687
28600000,Toyota Highlander  Gold,Abuja (FCT),Lugbe District,Foreign Used,2012, Gold,154324
14560000,Land Rover Range Rover Sport  Brown,Abuja (FCT),Kubwa,Local Used,2012, Brown,116916
6300000,Ford Freestyle  Gold,Lagos State,Mushin,Foreign Used,2005, Gold,200510
4992000,Lexus RX  1999 White,Lagos State,Alimosho,Local Used,300, White,406825
38850000,Toyota Highlander XLE x2 V6 (3.5L 6cyl 8A) 2017 Black,Rivers State,Port-Harcourt,Foreign Used,4, Black,53245
15750000,BMW i 2011 Gray,Enugu State,Enugu,Foreign Used,528, Gray,172741
12480000,Ford Explorer  Black,Lagos State,Ilupeju,Local Used,2013, Black,134465
10504000,Toyota Camry  Black,Abuja (FCT),Wuse,Local Used,2012, Black,104368
5200000,Ford Edge  Gray,Lagos State,Alimosho,Local Used,2007, Gray,164938
7800000,Toyota Camry  Red,Lagos State,Alimosho,Local Used,2008, Red,174233
78000000,Toyota Land Cruiser  Gray,Lagos State,Mushin,Foreign Used,2016, Gray,230188
54080000,Lexus RX  2018 Gray,Oyo State,Ibadan,Foreign Used,350, Gray,51413
11550000,Nissan Armada  Black,Lagos State,Isolo,Local Used,2009, Black,258667
16800000,Nissan Murano  Silver,Lagos State,Isolo,Foreign Used,2012, Silver,142781
18200000,Hyundai Sonata  Brown,Lagos State,Amuwo-Odofin,Foreign Used,2017, Brown,78687
28600000,Toyota Highlander  Gold,Abuja (FCT),Lugbe District,Foreign Used,2012, Gold,154324
14560000,Land Rover Range Rover Sport  Brown,Abuja (FCT),Kubwa,Local Used,2012, Brown,116916
6300000,Ford Freestyle  Gold,Lagos State,Mushin,Foreign Used,2005, Gold,200510
4992000,Lexus RX  1999 White,Lagos State,Alimosho,Local Used,300, White,406825
38850000,Toyota Highlander XLE x2 V6 (3.5L 6cyl 8A) 2017 Black,Rivers State,Port-Harcourt,Foreign Used,4, Black,53245
15750000,BMW i 2011 Gray,Enugu State,Enugu,Foreign Used,528, Gray,172741
12480000,Ford Explorer  Black,Lagos State,Ilupeju,Local Used,2013, Black,134465
10504000,Toyota Camry  Black,Abuja (FCT),Wuse,Local Used,2012, Black,104368
5200000,Ford Edge  Gray,Lagos State,Alimosho,Local Used,2007, Gray,164938
7800000,Toyota Camry  Red,Lagos State,Alimosho,Local Used,2008, Red,174233
78000000,Toyota Land Cruiser  Gray,Lagos State,Mushin,Foreign Used,2016, Gray,230188
54080000,Lexus RX  2018 Gray,Oyo State,Ibadan,Foreign Used,350, Gray,51413
11550000,Nissan Armada  Black,Lagos State,Isolo,Local Used,2009, Black,258667
16800000,Nissan Murano  Silver,Lagos State,Isolo,Foreign Used,2012, Silver,142781
18200000,Hyundai Sonata  Brown,Lagos State,Amuwo-Odofin,Foreign Used,2017, Brown,78687
28600000,Toyota Highlander  Gold,Abuja (FCT),Lugbe District,Foreign Used,2012, Gold,154324
14560000,Land Rover Range Rover Sport  Brown,Abuja (FCT),Kubwa,Local Used,2012, Brown,116916
6300000,Ford Freestyle  Gold,Lagos State,Mushin,Foreign Used,2005, Gold,200510
4992000,Lexus RX  1999 White,Lagos State,Alimosho,Local Used,300, White,406825
38850000,Toyota Highlander XLE x2 V6 (3.5L 6cyl 8A) 2017 Black,Rivers State,Port-Harcourt,Foreign Used,4, Black,53245
15750000,BMW i 2011 Gray,Enugu State,Enugu,Foreign Used,528, Gray,172741
2912000,Honda Accord Automatic  Black,Imo State,Owerri,Local Used,2005, Black,188814
2835000,Nissan Xterra  Blue,Ondo State,Akure,Local Used,2002, Blue,225090
4680000,Toyota Camry  Gray,Oyo State,Ibadan,Local Used,2004, Gray,361412
2835000,Honda CR-V  Silver,Abuja (FCT),Karu,Local Used,2004, Silver,260521
17850000,BMW X 2014 White,Lagos State,Alimosho,Local Used,1, White,16840
26250000,Toyota Hilux  Black,Oyo State,Ibadan,Local Used,2005, Black,NA
7586250,Lexus ES  Gray,Lagos State,Ikorodu,Local Used,2007, Gray,153413
7875000,Volkswagen Eos  Silver,Oyo State,Ibadan,Local Used,2007, Silver,121941
17850000,Toyota RAV 2015 Gray,Lagos State,Isolo,Foreign Used,4, Gray,93158
4160000,Honda Pilot  Black,Lagos State,Ikorodu,Local Used,2006, Black,230707
17680000,Lexus ES  2012 Gray,Imo State,Owerri,Foreign Used,350, Gray,278618
3150000,Honda Pilot EX x4 (3.5L 6cyl 5A) 2003 Gray,Lagos State,Ikorodu,Local Used,4, Gray,241986
4160000,Toyota Avalon  Black,Lagos State,Ojodu,Local Used,2003, Black,424439
7644000,Ford Edge  Brown,Lagos State,Lekki,Local Used,2011, Brown,146477
19760000,Toyota Highlander Limited  Black,Lagos State,Ojodu,Foreign Used,2010, Black,305761
30680000,Toyota Venza  Blue,Lagos State,Lekki,Foreign Used,2015, Blue,116594
60320000,Lexus RX  2017 Gray,Lagos State,Lekki,Foreign Used,350, Gray,67202
19656000,Mercedes-Benz GLK-Class  Red,Lagos State,Isolo,Foreign Used,2011, Red,103542
14040000,Mercedes-Benz GLK-Class  4MATIC 2012 Black,Abuja (FCT),Lugbe District,Local Used,350, Black,78831
13000000,Toyota Corolla  Blue,Abuja (FCT),Gwarinpa,Local Used,2014, Blue,70538
6240000,Toyota Corolla  White,Lagos State,Yaba,Local Used,2006, White,188355
64480000,Toyota Hilux  White,Lagos State,Lekki,Local Used,2020, White,37217
14962500,Hyundai Sonata  Silver,Lagos State,Ajah,Foreign Used,2017, Silver,86897
10400000,Mercedes-Benz M Class  Gray,Lagos State,Lekki,Local Used,2008, Gray,160108
7800000,Ford Edge  Silver,Oyo State,Ibadan,Local Used,2011, Silver,190537
18900000,Mini Cooper  Green,Abuja (FCT),Gudu,Foreign Used,2014, Green,88655
5240000,Ford Explorer  White,Oyo State,Ibadan,Local Used,2007, White,199513
5250000,Volkswagen Passat  Black,Lagos State,Ikeja,Local Used,2006, Black,118594
36750000,Infiniti QX 2017 Black,Lagos State,Lekki,Local Used,60, Black,94398
8400000,Ford Explorer Eddie Bauer  Black,Rivers State,Port-Harcourt,Local Used,2005, Black,210913
8400000,Mitsubishi L Double Cab 2.5 136hp 2012 White,Lagos State,Ikorodu,Foreign Used,200, White,224799
14560000,Toyota Venza V 2012 Black,Ondo State,Akure,Local Used,6, Black,265174
3570000,Nissan Murano  White,Abuja (FCT),Karu,Local Used,2004, White,109653
13650000,BMW i 2011 Gray,Lagos State,Ikotun/Igando,Foreign Used,535, Gray,310563
5200000,Ford Edge  Gray,Oyo State,Ibadan,Local Used,2009, Gray,324113
3465000,Mazda Tribute  Green,Enugu State,Enugu,Local Used,2003, Green,151970
3536000,Peugeot  2005 Black,Kaduna State,Kaduna / Kaduna State,Local Used,406, Black,112129
5250000,Mazda CX- 2008 Blue,Ogun State,Abeokuta North,Local Used,9, Blue,391246
52500000,New Lexus RX  2018 White,Abia State,Umuahia,Brand New,350, White,83027
8840000,Toyota Camry  Silver,Lagos State,Alimosho,Local Used,2010, Silver,280747
6240000,Ford Edge  Red,Lagos State,Amuwo-Odofin,Local Used,2008, Red,1949865
56368000,Toyota RAV 2019 Blue,Lagos State,Amuwo-Odofin,Foreign Used,4, Blue,66808
4992000,Toyota Camry  Black,Lagos State,Alimosho,Local Used,2004, Black,293152
22050000,Mercedes-Benz GLA  2015 Black,Abuja (FCT),Jabi,Local Used,250, Black,168996
8320000,Toyota -Runner 2004 Gold,Lagos State,Surulere,Local Used,4, Gold,219224
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
